index,voxRowNum,Structure-ID,X,Y,Z,Cluster_4,Cluster_6,Cluster_8,Cluster_13,Chat-252
1105,92856,1048,61,32,33,1,1,1,10,0.014044806
1106,92857,1107,62,32,33,1,4,3,12,0.026858076
1107,92858,1107,63,32,33,3,1,7,1,0.008945671
1108,92859,1107,64,32,33,0,0,0,0,-1.0
1109,92916,661,54,33,33,3,3,4,4,0.004848884
1110,92917,136,55,33,33,1,1,1,1,0.010333231
1111,92918,1048,56,33,33,1,1,1,1,0.011150417
1112,92919,1048,57,33,33,1,4,3,12,0.02616504
1113,92920,1048,58,33,33,1,4,5,5,0.017055752
1114,92921,1048,59,33,33,1,1,1,10,0.014176023
1115,92923,1048,61,33,33,1,1,1,10,0.014484843
1116,92924,1107,62,33,33,1,4,3,12,0.02662741
1117,92925,1107,63,33,33,1,1,1,1,0.010621666
1118,92926,1107,64,33,33,0,0,0,0,-1.0
1119,92983,661,54,34,33,3,3,4,4,0.003806946
1120,92984,661,55,34,33,3,1,1,1,0.009580325
1121,92985,978,56,34,33,3,3,7,7,0.006783909
1122,92986,1048,57,34,33,1,1,1,1,0.012524241
1123,92987,1048,58,34,33,1,4,5,10,0.015833424
1124,92988,1048,59,34,33,1,1,1,10,0.014851653
1125,92991,1107,62,34,33,1,4,3,12,0.02681691
1126,92992,1107,63,34,33,1,1,1,10,0.015000876
1127,93050,661,54,35,33,3,3,4,9,0.002698286
1128,93051,661,55,35,33,3,3,4,4,0.004771547
1129,93052,978,56,35,33,3,3,4,9,0.00278775
1130,93053,978,57,35,33,3,3,7,7,0.005634125
1131,93054,978,58,35,33,1,4,5,8,0.021116478
1132,93059,1107,63,35,33,1,1,1,1,0.01010683
1133,93117,661,54,36,33,3,3,4,9,0.00142889
1134,93119,978,56,36,33,3,3,4,9,0.000641902
1135,93120,978,57,36,33,3,3,4,9,0.002254459
1136,93121,978,58,36,33,1,1,1,1,0.012142859
1137,93122,307,59,36,33,3,3,7,7,0.00647837
1138,93188,978,58,37,33,3,3,4,9,0.002753201
1139,95127,852,54,25,34,3,3,4,9,0.002603003
1140,95194,852,54,26,34,3,3,4,9,0.002167552
1141,95203,1098,63,26,34,3,1,7,7,0.008658917
1142,95261,852,54,27,34,3,3,4,9,0.001941458
1143,95262,852,55,27,34,3,3,4,4,0.003008672
1144,95268,852,61,27,34,3,1,1,1,0.009778695
1145,95269,852,62,27,34,1,1,1,10,0.013844698
1146,95270,1098,63,27,34,3,1,7,7,0.00796318
1147,95271,1098,64,27,34,0,0,0,0,-1.0
1148,95328,852,54,28,34,3,3,4,9,0.002624665
1149,95329,852,55,28,34,3,3,4,9,0.002665425
1150,95330,852,56,28,34,3,3,4,4,0.003892
1151,95331,852,57,28,34,3,3,7,7,0.006622848
1152,95332,852,58,28,34,1,4,5,10,0.016446562
1153,95333,852,59,28,34,1,4,3,8,0.025379838
1154,95334,852,60,28,34,0,0,0,0,-1.0
1155,95335,852,61,28,34,1,1,1,1,0.011270745
1156,95336,852,62,28,34,1,4,5,10,0.016597388
1157,95337,1098,63,28,34,3,1,7,7,0.008650351
1158,95338,1098,64,28,34,0,0,0,0,-1.0
1159,95339,1098,65,28,34,0,0,0,0,-1.0
1160,95394,136,53,29,34,3,3,4,9,0.001918433
1161,95395,852,54,29,34,3,3,4,4,0.003765296
1162,95396,852,55,29,34,3,3,4,4,0.003899959
1163,95397,852,56,29,34,3,3,4,4,0.004285067
1164,95398,852,57,29,34,3,3,7,7,0.005741414
1165,95399,852,58,29,34,1,4,5,5,0.01694023
1166,95400,852,59,29,34,1,4,5,8,0.023078201
1167,95401,136,60,29,34,0,0,0,0,-1.0
1168,95402,136,61,29,34,1,1,1,10,0.012606939
1169,95403,136,62,29,34,1,4,5,5,0.01833912
1170,95404,136,63,29,34,1,1,1,1,0.010123019
1171,95405,136,64,29,34,0,0,0,0,-1.0
1172,95406,1098,65,29,34,0,0,0,0,-1.0
1173,95461,136,53,30,34,3,3,4,9,0.002466664
1174,95462,136,54,30,34,3,3,7,4,0.004942606
1175,95463,852,55,30,34,3,1,7,7,0.007053615
1176,95464,136,56,30,34,3,1,7,7,0.008679776
1177,95465,136,57,30,34,1,4,5,10,0.016072266
1178,95466,136,58,30,34,1,4,5,5,0.017881574
1179,95467,136,59,30,34,1,4,5,8,0.021772511
1180,95468,136,60,30,34,0,0,0,0,-1.0
1181,95469,136,61,30,34,1,1,1,10,0.01466625
1182,95470,136,62,30,34,1,4,5,8,0.022904586
1183,95471,136,63,30,34,1,1,1,1,0.011839305
1184,95472,136,64,30,34,0,0,0,0,-1.0
1185,95473,136,65,30,34,0,0,0,0,-1.0
1186,95528,136,53,31,34,3,3,4,4,0.00323791
1187,95529,136,54,31,34,3,3,7,7,0.006167194
1188,95530,136,55,31,34,1,1,1,1,0.010407193
1189,95531,136,56,31,34,1,4,5,5,0.019179555
1190,95532,136,57,31,34,2,2,3,3,0.036437284
1191,95533,136,58,31,34,1,4,5,8,0.024471914
1192,95534,136,59,31,34,1,4,5,5,0.019605301
1193,95536,136,61,31,34,1,4,5,5,0.017908618
1194,95537,136,62,31,34,1,4,3,12,0.028086623
1195,95538,136,63,31,34,1,1,1,10,0.012640091
1196,95539,1107,64,31,34,0,0,0,0,-1.0
1197,95594,661,52,32,34,3,3,7,4,0.004880113
1198,95595,136,53,32,34,3,3,4,4,0.004768413
1199,95596,136,54,32,34,3,1,7,1,0.0090367
1200,95597,136,55,32,34,1,4,5,5,0.020458097
1201,95598,136,56,32,34,1,4,3,12,0.027941572
1202,95599,136,57,32,34,2,5,6,6,0.05127903
1203,95600,136,58,32,34,2,2,6,3,0.041090194
1204,95601,136,59,32,34,1,4,5,5,0.018066673
1205,95602,1048,60,32,34,0,0,0,0,-1.0
1206,95603,1048,61,32,34,1,4,5,5,0.017704196
1207,95604,1107,62,32,34,1,4,3,12,0.028319124
1208,95605,1107,63,32,34,1,1,1,1,0.011037231
1209,95606,1107,64,32,34,0,0,0,0,-1.0
1210,95662,661,53,33,34,3,1,7,7,0.007533019
1211,95663,661,54,33,34,1,1,1,1,0.010648282
1212,95664,661,55,33,34,1,4,3,12,0.027163606
1213,95665,661,56,33,34,1,4,5,8,0.02413465
1214,95666,136,57,33,34,2,2,6,3,0.04055506
1215,95667,136,58,33,34,2,2,3,3,0.03277974
1216,95669,978,60,33,34,0,0,0,0,-1.0
1217,95670,978,61,33,34,1,1,1,10,0.014965565
1218,95671,1048,62,33,34,1,4,3,8,0.025072763
1219,95672,1107,63,33,34,1,1,1,1,0.011588675
1220,95673,1107,64,33,34,0,0,0,0,-1.0
1221,95729,661,53,34,34,3,1,7,7,0.007409955
1222,95730,661,54,34,34,3,1,7,1,0.009091091
1223,95731,661,55,34,34,1,4,5,8,0.024633868
1224,95732,661,56,34,34,1,1,1,10,0.013063835
1225,95733,978,57,34,34,1,1,1,10,0.014956303
1226,95734,1048,58,34,34,1,4,5,5,0.01812432
1227,95735,978,59,34,34,1,1,1,10,0.015382121
1228,95736,978,60,34,34,0,0,0,0,-1.0
1229,95737,978,61,34,34,1,1,1,1,0.010115959
1230,95739,1107,63,34,34,1,1,1,10,0.014165176
1231,95740,235,64,34,34,0,0,0,0,-1.0
1232,95796,661,53,35,34,3,3,7,4,0.005060501
1233,95797,661,54,35,34,3,3,4,4,0.004192208
1234,95798,661,55,35,34,1,1,1,1,0.011258279
1235,95799,978,56,35,34,3,3,4,4,0.004442416
1236,95800,978,57,35,34,3,3,7,4,0.005024738
1237,95801,978,58,35,34,1,4,5,10,0.016626425
1238,95802,978,59,35,34,1,1,5,10,0.01569692
1239,95803,978,60,35,34,0,0,0,0,-1.0
1240,95864,661,54,36,34,3,3,4,9,0.001393688
1241,95865,661,55,36,34,3,3,4,9,0.001790159
1242,95866,978,56,36,34,3,3,4,9,0.000810281
1243,95867,978,57,36,34,3,3,4,9,0.001627626
1244,95868,978,58,36,34,3,1,7,7,0.008323435
1245,95869,978,59,36,34,3,3,7,7,0.005712041
1246,95935,978,58,37,34,3,3,4,9,0.001263568
1247,95936,978,59,37,34,3,3,4,9,0.001068464
1248,97941,852,54,26,35,3,3,7,7,0.006252925
1249,97949,852,62,26,35,1,4,5,10,0.015994877
1250,98007,852,53,27,35,1,1,1,10,0.013682359
1251,98008,852,54,27,35,3,3,7,4,0.005084793
1252,98009,852,55,27,35,3,3,4,4,0.003165858
1253,98013,852,59,27,35,1,4,5,8,0.02413062
1254,98015,852,61,27,35,3,1,7,7,0.007187247
1255,98016,852,62,27,35,1,1,1,10,0.01395342
1256,98018,1098,64,27,35,0,0,0,0,-1.0
1257,98074,852,53,28,35,3,3,7,7,0.005855357
1258,98075,852,54,28,35,3,3,7,4,0.005332288
1259,98076,852,55,28,35,3,3,4,4,0.003238608
1260,98080,852,59,28,35,1,4,5,8,0.023070518
1261,98081,852,60,28,35,0,0,0,0,-1.0
1262,98082,852,61,28,35,3,1,7,7,0.00816936
1263,98083,852,62,28,35,1,1,1,10,0.014994336
1264,98084,1098,63,28,35,1,1,1,1,0.009884301
1265,98085,1098,64,28,35,0,0,0,0,-1.0
1266,98144,852,56,29,35,3,1,7,7,0.00866866
1267,98145,852,57,29,35,1,1,1,1,0.010063147
1268,98146,852,58,29,35,1,4,5,5,0.018622143
1269,98147,852,59,29,35,1,4,5,8,0.021107044
1270,98148,852,60,29,35,0,0,0,0,-1.0
1271,98149,136,61,29,35,1,1,1,1,0.010578985
1272,98150,136,62,29,35,1,4,5,5,0.018232297
1273,98151,1098,63,29,35,1,1,1,10,0.014317717
1274,98152,1098,64,29,35,0,0,0,0,-1.0
1275,98153,1098,65,29,35,0,0,0,0,-1.0
1276,98208,136,53,30,35,3,3,4,4,0.002855233
1277,98209,852,54,30,35,3,1,7,7,0.00731898
1278,98210,852,55,30,35,1,1,1,10,0.012789047
1279,98211,852,56,30,35,1,4,5,5,0.01999359
1280,98212,852,57,30,35,2,4,3,12,0.0293548
1281,98213,852,58,30,35,1,4,5,8,0.021737818
1282,98215,136,60,30,35,0,0,0,0,-1.0
1283,98216,136,61,30,35,1,4,5,5,0.017475037
1284,98217,136,62,30,35,1,4,5,8,0.02470325
1285,98218,136,63,30,35,1,4,5,10,0.0165762
1286,98219,136,64,30,35,0,0,0,0,-1.0
1287,98220,1098,65,30,35,0,0,0,0,-1.0
1288,98275,136,53,31,35,3,3,4,4,0.004274434
1289,98276,136,54,31,35,3,1,7,7,0.008448116
1290,98277,852,55,31,35,1,4,5,8,0.02223832
1291,98278,136,56,31,35,2,2,6,3,0.040641353
1292,98279,852,57,31,35,2,5,2,2,0.061109137
1293,98280,136,58,31,35,2,2,3,3,0.034863446
1294,98281,136,59,31,35,1,4,5,5,0.017966509
1295,98282,136,60,31,35,0,0,0,0,-1.0
1296,98283,136,61,31,35,2,2,3,12,0.030306604
1297,98284,136,62,31,35,2,2,3,12,0.02976102
1298,98285,136,63,31,35,1,1,1,10,0.014159031
1299,98286,136,64,31,35,0,0,0,0,-1.0
1300,98287,136,65,31,35,0,0,0,0,-1.0
1301,98342,136,53,32,35,3,1,7,7,0.007538426
1302,98343,661,54,32,35,1,1,1,10,0.014305064
1303,98344,136,55,32,35,2,2,6,3,0.040277872
1304,98345,136,56,32,35,2,5,6,6,0.05225248
1305,98346,136,57,32,35,2,5,2,2,0.063409306
1306,98347,136,58,32,35,2,5,2,2,0.05904818
1307,98348,136,59,32,35,1,4,5,5,0.018028527
1308,98349,136,60,32,35,0,0,0,0,-1.0
1309,98351,1048,62,32,35,1,4,3,12,0.027064592
1310,98352,136,63,32,35,1,1,1,1,0.011982446
1311,98353,136,64,32,35,0,0,0,0,-1.0
1312,98409,661,53,33,35,1,1,1,1,0.011353702
1313,98410,661,54,33,35,1,4,5,5,0.018602937
1314,98411,661,55,33,35,2,5,6,6,0.050224476
1315,98412,661,56,33,35,2,2,6,6,0.043666597
1316,98413,136,57,33,35,2,2,6,3,0.039635073
1317,98414,939,58,33,35,2,2,6,6,0.04414554
1318,98415,939,59,33,35,1,4,5,10,0.015819602
1319,98416,939,60,33,35,0,0,0,0,-1.0
1320,98420,1107,64,33,35,0,0,0,0,-1.0
1321,98478,661,55,34,35,2,2,6,6,0.043728355
1322,98479,661,56,34,35,1,4,5,8,0.022735318
1323,98480,978,57,34,35,1,1,1,1,0.012096418
1324,98481,143,58,34,35,1,4,5,5,0.01961954
1325,98483,143,60,34,35,0,0,0,0,-1.0
1326,98484,143,61,34,35,1,1,1,1,0.011775497
1327,98486,1107,63,34,35,1,1,1,1,0.010148469
1328,98545,661,55,35,35,1,4,5,5,0.019198949
1329,98547,978,57,35,35,3,3,4,4,0.003080153
1330,98548,143,58,35,35,3,1,1,1,0.009406545
1331,98549,978,59,35,35,1,1,1,1,0.012082416
1332,98550,978,60,35,35,0,0,0,0,-1.0
1333,98551,978,61,35,35,3,3,7,7,0.006287049
1334,98614,978,57,36,35,3,3,4,9,0.000726382
1335,98615,978,58,36,35,3,3,4,4,0.003636841
1336,98616,978,59,36,35,3,3,4,4,0.003751508
1337,98618,978,61,36,35,3,3,4,9,0.001485661
1338,98682,978,58,37,35,3,3,4,9,0.000391367
1339,100687,852,53,26,36,2,2,6,3,0.03944639
1340,100754,852,53,27,36,1,4,3,12,0.026342096
1341,100761,852,60,27,36,0,0,0,0,-1.0
1342,100763,852,62,27,36,1,4,5,5,0.019343557
1343,100765,1098,64,27,36,0,0,0,0,-1.0
1344,100822,852,54,28,36,3,1,7,1,0.008842525
1345,100828,852,60,28,36,0,0,0,0,-1.0
1346,100829,136,61,28,36,3,3,7,7,0.006477387
1347,100830,852,62,28,36,1,4,5,5,0.018981958
1348,100832,1098,64,28,36,0,0,0,0,-1.0
1349,100889,852,54,29,36,1,1,1,1,0.010973427
1350,100890,852,55,29,36,3,3,7,7,0.007019467
1351,100891,852,56,29,36,1,1,1,10,0.012962506
1352,100892,852,57,29,36,1,1,1,10,0.014318037
1353,100894,852,59,29,36,1,4,5,10,0.016423428
1354,100895,852,60,29,36,0,0,0,0,-1.0
1355,100896,136,61,29,36,3,1,7,7,0.008199483
1356,100897,136,62,29,36,1,4,5,8,0.020927459
1357,100898,1098,63,29,36,1,4,5,5,0.016970506
1358,100899,1098,64,29,36,0,0,0,0,-1.0
1359,100955,136,53,30,36,3,3,4,4,0.00400848
1360,100956,852,54,30,36,1,1,1,1,0.011129785
1361,100957,852,55,30,36,1,4,5,5,0.017350415
1362,100958,852,56,30,36,2,2,3,12,0.031391963
1363,100959,852,57,30,36,2,2,3,3,0.037103165
1364,100960,852,58,30,36,1,4,5,8,0.02100026
1365,100961,136,59,30,36,1,1,1,10,0.013812512
1366,100962,136,60,30,36,0,0,0,0,-1.0
1367,100963,136,61,30,36,1,1,1,10,0.015168307
1368,100964,136,62,30,36,1,4,3,12,0.02728343
1369,100965,1098,63,30,36,1,4,5,5,0.019131714
1370,100966,1098,64,30,36,0,0,0,0,-1.0
1371,101022,136,53,31,36,3,3,7,7,0.00695913
1372,101023,852,54,31,36,1,1,1,10,0.012749734
1373,101024,852,55,31,36,2,2,3,3,0.036135547
1374,101025,852,56,31,36,2,5,2,2,0.057969164
1375,101026,852,57,31,36,2,5,2,11,0.0719765
1376,101027,136,58,31,36,2,2,3,3,0.035695117
1377,101028,136,59,31,36,1,1,1,10,0.013674534
1378,101029,136,60,31,36,0,0,0,0,-1.0
1379,101030,136,61,31,36,2,2,3,12,0.029489292
1380,101031,136,62,31,36,2,2,3,12,0.030265464
1381,101032,136,63,31,36,1,1,1,10,0.014882202
1382,101089,661,53,32,36,1,1,1,1,0.011991209
1383,101090,661,54,32,36,1,4,5,5,0.01839927
1384,101091,661,55,32,36,2,5,6,2,0.053277534
1385,101092,136,56,32,36,2,5,2,11,0.068461396
1386,101093,852,57,32,36,2,5,2,11,0.070118524
1387,101094,852,58,32,36,2,5,2,2,0.057531446
1388,101095,136,59,32,36,1,4,5,10,0.016164998
1389,101098,136,62,32,36,1,4,5,8,0.02161698
1390,101099,136,63,32,36,1,1,1,10,0.012767238
1391,101100,136,64,32,36,0,0,0,0,-1.0
1392,101156,661,53,33,36,1,1,1,10,0.014448391
1393,101157,661,54,33,36,1,4,5,8,0.022312675
1394,101158,661,55,33,36,2,5,6,2,0.054239955
1395,101159,661,56,33,36,2,5,6,6,0.05287211
1396,101161,136,58,33,36,2,2,6,6,0.044544782
1397,101164,978,61,33,36,1,1,1,10,0.0127424
1398,101166,136,63,33,36,3,1,7,1,0.009302093
1399,101167,136,64,33,36,0,0,0,0,-1.0
1400,101223,661,53,34,36,1,1,1,1,0.010189694
1401,101224,661,54,34,36,1,4,5,5,0.01795393
1402,101225,661,55,34,36,2,2,3,3,0.03594728
1403,101226,661,56,34,36,1,4,5,8,0.024700342
1404,101227,978,57,34,36,1,1,1,1,0.010552294
1405,101228,136,58,34,36,1,4,5,8,0.021943858
1406,101229,978,59,34,36,1,1,1,1,0.010506878
1407,101230,978,60,34,36,0,0,0,0,-1.0
1408,101231,978,61,34,36,1,1,1,1,0.011006189
1409,101233,136,63,34,36,3,3,4,4,0.003983037
1410,101234,1107,64,34,36,0,0,0,0,-1.0
1411,101291,661,54,35,36,3,3,4,4,0.004771918
1412,101292,661,55,35,36,1,1,1,10,0.013753606
1413,101293,661,56,35,36,3,3,4,4,0.004234613
1414,101294,978,57,35,36,3,3,4,9,0.001925985
1415,101295,978,58,35,36,3,3,7,7,0.005823508
1416,101296,978,59,35,36,3,3,7,4,0.004869517
1417,101298,978,61,35,36,3,3,7,4,0.005177352
1418,101362,978,58,36,36,3,3,4,9,0.00156696
1419,103367,852,53,25,37,2,5,2,2,0.057448093
1420,103434,852,53,26,37,2,5,6,6,0.052545328
1421,103501,852,53,27,37,2,2,3,3,0.03187341
1422,103568,852,53,28,37,1,1,1,1,0.012529138
1423,103635,852,53,29,37,3,3,7,7,0.00602425
1424,103644,136,62,29,37,1,4,3,12,0.028789682
1425,103645,1098,63,29,37,1,1,1,10,0.015478985
1426,103646,1098,64,29,37,0,0,0,0,-1.0
1427,103711,136,62,30,37,2,2,3,3,0.032887753
1428,103712,1098,63,30,37,1,4,5,5,0.016660105
1429,103713,1098,64,30,37,0,0,0,0,-1.0
1430,103769,136,53,31,37,1,1,1,1,0.010222344
1431,103770,852,54,31,37,1,4,5,5,0.018089214
1432,103773,852,57,31,37,2,5,2,2,0.06379655
1433,103774,136,58,31,37,2,2,3,3,0.032357197
1434,103775,136,59,31,37,1,1,1,10,0.014113127
1435,103778,136,62,31,37,2,2,3,3,0.033668347
1436,103779,1098,63,31,37,1,4,5,10,0.016456058
1437,103836,136,53,32,37,1,4,5,10,0.015919952
1438,103837,852,54,32,37,1,4,5,8,0.022557301
1439,103842,136,59,32,37,1,4,5,10,0.016050294
1440,103845,136,62,32,37,1,4,5,8,0.023853684
1441,103846,136,63,32,37,1,4,5,10,0.016457167
1442,103904,661,54,33,37,1,4,5,8,0.021766864
1443,103905,661,55,33,37,2,2,6,6,0.04206914
1444,103908,852,58,33,37,2,2,3,3,0.032063417
1445,103909,978,59,33,37,1,1,1,10,0.013972141
1446,103912,136,62,33,37,1,1,1,10,0.014994036
1447,103913,136,63,33,37,1,1,1,1,0.010926807
1448,103914,136,64,33,37,0,0,0,0,-1.0
1449,103970,661,53,34,37,3,1,7,7,0.008604862
1450,103971,661,54,34,37,1,1,1,10,0.01397324
1451,103972,661,55,34,37,1,4,5,10,0.016035693
1452,103975,978,58,34,37,1,1,1,10,0.015139488
1453,103976,978,59,34,37,3,1,7,7,0.00765965
1454,103977,978,60,34,37,0,0,0,0,-1.0
1455,103980,136,63,34,37,3,3,4,9,0.002285501
1456,104039,661,55,35,37,3,3,4,4,0.004645371
1457,104040,661,56,35,37,3,3,4,9,0.001445297
1458,104042,978,58,35,37,3,3,4,9,0.002797503
1459,104043,978,59,35,37,3,3,4,9,0.001560486
1460,106114,852,53,25,38,2,2,6,6,0.0464784
1461,106181,852,53,26,38,2,2,6,6,0.042877786
1462,106659,136,62,33,38,1,1,1,10,0.012970295
1463,108861,852,53,25,39,1,4,5,5,0.018978873
1464,109474,136,63,34,39,3,3,4,9,0.000239279
